Identifier,Polymer EntityData,
Entity ID,Auth Asym ID,
"1AAP_1","A"
,"B"
"1BUN_2","B"
"1DTX_1","A"
"1FAK_4","I"
"1KTH_1","A"
"1TFX_2","C"
,"D"
"1ZR0_2","B"
,"D"
"3BYB_1","A"
,"B"
,"C"
"3M7Q_2","B"
"3WNY_1","A"
,"C"
,"E"
,"G"
,"B"
,"F"
,"H"
,"I"
"4DTG_3","K"
"4ISO_2","B"
"4NTW_2","B"
"4U30_2","X"
,"Y"
,"Z"
,"W"
"4U32_1","X"
"5M4V_1","A"
"5NX1_3","D"
"5PTI_1","A"
"5YV7_1","A"
"6Q61_1","A"
"6YHY_1","A"
,"B"
